"TimeStamp","v_Vehicle","pos_x","pos_z","v_EgoPerson","pos_x_left_foot","pos_z_left_foot","crossingDecisionToken","SubjectID","ScenarioID","speed","acc","const","dec","Velocity_gradient","sin_Angle","direction","left","central","right","dest","curr_dist_left_dec_x","curr_dist_left_acc_x","curr_dist_left_const_x","curr_dist_right_dec_x","curr_dist_right_acc_x","curr_dist_right_const_x","curr_dist_central_dec_x","curr_dist_central_acc_x","curr_dist_central_const_x","curr_dist_left_dec_z","curr_dist_left_acc_z","curr_dist_left_const_z","curr_dist_right_dec_z","curr_dist_right_acc_z","curr_dist_right_const_z","curr_dist_central_dec_z","curr_dist_central_acc_z","curr_dist_central_const_z","dest_dist_left_dec","dest_dist_left_acc","dest_dist_left_const","dest_dist_right_dec","dest_dist_right_acc","dest_dist_right_const","dest_dist_central_dec","dest_dist_central_acc","dest_dist_central_const","car_dist_left_dec","car_dist_left_acc","car_dist_left_const","car_dist_right_dec","car_dist_right_acc","car_dist_right_const","car_dist_central_dec","car_dist_central_acc","car_dist_central_const","v_Vehicle_Effect","Angle_Left_Acc","Angle_Left_Dec","Angle_Left_Const","Angle_Right_Acc","Angle_Right_Dec","Angle_Right_Const","Angle_Central_Acc","Angle_Central_Dec","Angle_Central_Const","Choice_Literal","Choice","PrevChoice_1","PrevChoice_2","PrevChoice_3","PrevChoice_4","PrevChoice_5","PrevChoice_6","PrevChoice_7","PrevChoice_8","PrevChoice_9","InvID","ID","Observation","left_acc","right_acc","centre_acc","left_dec","right_dec","centre_dec","left_const","right_const","centre_const","chosen","ID","Observation","left_acc","right_acc","centre_acc","left_dec","right_dec","centre_dec","left_const","right_const","centre_const","chosen"
55.31,8.662339,28.40291,369.267,1.297051,-140.4374,400.6395,"False",1,1,"Const",0,1,0,0.171623871623872,0,"C",0,1,0,2,-140.707762267046,-142.059573602275,-141.33860755682,-140.307383675803,-139.657302054816,-140.004012252675,-140.5366395679,-141.032837407401,-140.768198559667,400.769516324197,401.419597945184,401.072887747325,400.909862267046,402.261673602275,401.54070755682,400.92261041691,402.33816250146,401.5832013897,11.1405883943973,9.78758208089643,10.5042182609941,11.5373093154604,12.2383635259643,11.8460087300335,11.3078592661131,10.8778026937114,11.0840052615197,600,600,600,600,600,600,600,600,600,0,0.405767532774756,0.405767532774707,0.405767532774758,1.97656385956965,1.9765638595696,1.97656385956965,1.19116569617222,1.19116569617227,1.19116569617222,"C-Const",6,0,0,0,0,0,0,0,0,0,1,1,1,0.00116505712037991,0.0331360545983173,0.122299990134432,0.00107315053521128,0.0115663823004348,0.0720935073742934,0.00499859102023366,0.134102115893539,0.619565151023158,0.619565151023158,1,1,0.0011650571203799,0.0331360545983169,0.122299990134424,0.00107315053521126,0.0115663823004347,0.0720935073742926,0.00499859102023361,0.134102115893538,0.619565151023169,0.619565151023169
56.42111,7.913244,19.96986,371.4596,1.487744,-141.8317,400.7603,"False",1,1,"Const",0,1,0,0.0310905310905319,65.7310948253467,"L",1,0,0,2,-142.061350533808,-143.20960320285,-142.597201779361,-142.024730133196,-142.989880799174,-142.475133777319,-142.130580365915,-143.62498219549,-142.827967886383,400.567269866804,399.602119200825,400.116866222681,400.989950533808,402.13820320285,401.525801779361,400.786194533603,400.915667201617,400.84661511201,9.7971975558859,8.76626458044368,9.30022366201605,9.81888904533208,8.91069063020674,9.37616662688657,9.7180030403981,8.22036578012931,9.01900792644565,600,600,600,600,600,600,600,600,600,0,0.735319505009333,0.735319505009323,0.735319505009341,0.835476821785586,0.835476821785574,0.835476821785596,0.0500786583881347,0.0500786583881924,0.0500786583881414,"L-Const",4,0,0,0,0,0,1,0,0,0,2,2,1,0.00489788601298302,0.0105226469358434,0.0393838485013315,0.00849689008987077,0.00720184213772525,0.0450096957227251,0.031415822849029,0.0650607022028118,0.78801066554768,0.031415822849029,2,1,0.00489788601298311,0.0105226469358424,0.0393838485013277,0.00849689008987092,0.00720184213772538,0.0450096957227208,0.0314158228490296,0.0650607022028056,0.788010665547694,0.0314158228490296
57.53222,8.564402,10.82146,373.8081,1.366141,-143.1483,400.8372,"False",1,1,"Const",0,1,0,-0.0694305694305692,1.60891792271783,"C",0,1,0,2,-143.372440245249,-144.493141471497,-143.895434150832,-143.347701982085,-144.344711892511,-143.812973273617,-143.447789581067,-144.945237486403,-144.146598603557,400.637798017915,399.640788107489,400.172526726383,401.061340245249,402.182041471497,401.584334150832,400.854692593638,400.942155561829,400.895508645461,8.48421973380697,7.49778754694458,8.00405564958989,8.49523132440161,7.57222838275274,8.04289392695904,8.39923860212767,6.89986708008419,7.69950142465332,600,600,600,600,600,600,600,600,600,0,0.760065687453053,0.760065687453006,0.760065687453062,0.810730639341832,0.810730639341883,0.810730639341834,0.0253324759443866,0.0253324759444173,0.0253324759443998,"C-Const",6,0,0,0,1,0,0,0,0,0,3,3,1,0.00699328969639007,0.013775679244303,0.0515785104850484,0.0191546361702019,0.0149042306374023,0.0931571814229216,0.155799864406742,0.113881508780127,0.530755099156864,0.530755099156864,3,1,0.0069932896963904,0.013775679244302,0.0515785104850479,0.0191546361702017,0.0149042306374031,0.0931571814229207,0.15579986440675,0.113881508780126,0.530755099156859,0.530755099156859
58.64333,8.242634,1.866913,376.0612,1.333454,-144.7513,400.7519,"False",1,1,"Const",0,1,0,-0.40280449280449,6.38872706933083,"C",0,1,0,2,-144.951860158739,-145.954660952432,-145.419833862462,-144.974404510772,-146.089927064631,-145.494981702573,-145.05087616076,-146.54875696456,-145.749887202533,400.528795489228,399.413272935369,400.008218297427,400.952460158739,401.955260952432,401.420433862462,400.7359587358,400.656252414799,400.698762452666,6.91652364560876,6.13160806327257,6.51911403394278,6.87044480789978,5.81247731611747,6.35462216406209,6.80291702145113,5.3145932492051,6.10765503193858,600,600,600,600,600,600,600,600,600,0,0.891026868073677,0.891026868073717,0.8910268680737,0.679769458721209,0.679769458721172,0.679769458721236,0.105628704676235,0.1056287046762,0.105628704676257,"C-Const",6,0,0,0,0,0,1,0,0,0,4,4,1,0.001656439358955,0.00206045098178615,0.01114423620079,0.0206095888437791,0.0101977962528218,0.0917959523078159,0.0370930394506796,0.0446841018408716,0.780758394762501,0.780758394762501,4,1,0.00165643935895509,0.00206045098178603,0.0111442362007899,0.0206095888437802,0.0101977962528217,0.0917959523078156,0.0370930394506816,0.0446841018408715,0.780758394762498,0.780758394762498
59.75444,8.282255,-7.03743,378.23,0.4710208,-146.2603,400.6371,"False",1,1,"Dec",0,0,1,0.212321510225185,1.30451169455342,"C",0,1,0,2,-146.455728967459,-147.432873804751,-146.911729891528,-146.487912650523,-147.625975903138,-147.019008835077,-146.559435596799,-148.055113580793,-147.257418655996,400.409487349477,399.271424096862,399.878391164923,400.832528967458,401.809673804751,401.288529891528,400.614342699462,400.500556196769,400.561242331538,5.43418936280185,4.78327462986736,5.08593698702242,5.36273045132323,4.27206031807799,4.82648608325264,5.30781868591092,3.83860224756738,4.61972282087173,600,600,600,600,600,600,600,600,600,0,0.948382487427516,0.948382487427492,0.948382487427521,0.62241383936739,0.622413839367332,0.622413839367375,0.162984324030066,0.162984324030069,0.162984324030066,"C-Dec",9,0,0,0,0,0,1,0,0,0,5,5,1,0.00998310974646253,0.0101493424428009,0.0669861397174092,0.00752936901362017,0.00305555452194811,0.0335271961681525,0.0377541881365892,0.0372469154654683,0.793768184787549,0.0335271961681525,5,1,0.00998310974646313,0.0101493424428009,0.0669861397174056,0.00752936901362019,0.00305555452194812,0.0335271961681526,0.0377541881365893,0.0372469154654684,0.793768184787552,0.0335271961681526
60.86556,8.287434,-16.00941,380.3039,1.805301,-146.5006,400.4751,"False",1,1,"Acc",1,0,0,0.387784315263501,29.6356636275425,"L",1,0,0,2,-146.557913795067,-146.8444827704,-146.691645983555,-146.795074326377,-148.267445958261,-147.482181087923,-146.749351766214,-147.993110597281,-147.329772554045,400.180625673623,398.708254041739,399.493518912077,400.532413795067,400.8189827704,400.666145983555,400.307402180081,399.468913080485,399.916107266936,5.36837838328453,5.55152713644634,5.40303659408816,5.0822095805477,3.5882670014457,4.3845216712167,5.15844145830935,4.19042294080538,4.67185657021726,600,600,600,600,600,600,600,600,600,0,1.49950092440337,1.49950092440332,1.49950092440338,0.0712954023915232,0.0712954023915559,0.071295402391517,0.714102761005929,0.714102761005955,0.714102761005924,"L-Acc",1,0,0,0,0,0,0,0,0,1,6,6,1,0.0305405685210033,0.00450548099455277,0.203154449580462,0.0101836939540637,0.000615361275787731,0.117675076978495,0.0689257567412828,0.0100108775001399,0.554388734454214,0.0305405685210033,6,1,0.030540568521004,0.00450548099455261,0.203154449580455,0.0101836939540639,0.00061536127578771,0.117675076978491,0.0689257567412804,0.0100108775001395,0.554388734454226,0.030540568521004
61.97667,8.262795,-24.98482,382.2041,1.332783,-147.5739,399.5004,"False",1,1,"Const",0,1,0,-0.204862704862706,8.25748277254578,"C",0,1,0,2,-147.588326649317,-147.660459895901,-147.621988831056,-147.873552918874,-149.371817513242,-148.572743062912,-147.7959877925,-148.906426754998,-148.314192641665,399.200747081126,397.702482486758,398.501556937088,399.514826649317,399.586959895901,399.548488831056,399.298714570624,398.290287423743,398.828115235413,4.66902007263943,5.4036994163499,4.96922367636033,4.28305183463535,2.91009877135446,3.62984837294578,4.43944161469467,4.08084891311807,4.20984900571775,600,600,600,600,600,600,600,600,600,0,1.88619535469939,1.88619535469937,1.88619535469938,0.31539902790448,0.315399027904478,0.315399027904479,1.10079719130195,1.10079719130197,1.10079719130196,"C-Const",6,1,0,0,0,0,0,0,0,0,7,7,1,0.0173334711163794,0.000760859293752063,0.0443898888249996,0.0326413260879328,0.00153936640295107,0.14503476825445,0.0828618389703761,0.00934960647089225,0.666088874578267,0.666088874578267,7,1,0.0173334711163803,0.000760859293752014,0.0443898888249993,0.0326413260879344,0.00153936640295114,0.145034768254449,0.0828618389703801,0.00934960647089218,0.666088874578262,0.666088874578262
63.08778,8.2943,-34.03394,383.8944,1.350051,-148.7822,398.4493,"False",1,1,"Const",0,1,0,0.132996282996282,-1.22364679364897,"C",0,1,0,2,-148.803022460055,-148.907134760329,-148.851608200183,-149.081476502849,-150.577859017091,-149.779788342829,-149.00854414732,-150.140264883918,-149.536680491066,398.150023497151,396.653640982909,397.451711657171,398.470122460055,398.574234760329,398.518708200183,398.252403258092,397.26791954855,397.792977526972,4.25275913522559,5.34830209725171,4.73651087730356,3.83001483218683,2.8465163689368,3.32335871259325,4.03487673832367,4.21544250474271,4.051596647605,600,600,600,600,600,600,600,600,600,0,2.21961840797039,2.21961840797044,2.21961840797041,0.64882208117551,0.64882208117554,0.648822081175485,1.43422024457295,1.43422024457296,1.43422024457293,"C-Const",6,0,0,0,0,0,1,0,0,0,8,8,1,0.00859315556690948,0.000980379889565258,0.0574338796718764,0.00896750907526857,0.000422584056055646,0.039854928880274,0.0400943996099547,0.00451704679539963,0.839136116454696,0.839136116454696,8,1,0.00859315556690967,0.000980379889565224,0.0574338796718777,0.00896750907526877,0.000422584056055632,0.0398549288802749,0.0400943996099579,0.00451704679539922,0.839136116454691,0.839136116454691
64.19889,8.303517,-43.13055,385.3509,1.62833,-149.6604,397.5347,"False",1,1,"Const",0,1,0,0.186263025776931,5.14313829242534,"C",0,1,0,2,-149.654310224274,-149.623861345641,-149.640100747578,-149.960338184684,-151.460029108105,-150.660193948947,-149.868182202615,-150.907093215689,-150.353007342049,397.234761815316,395.735070891895,396.534906051053,397.528610224274,397.498161345641,397.514400747578,397.318305553961,396.236333323766,396.81338517987,4.46290904014636,5.82812451426024,5.09057759840676,4.05860455908478,3.64627461282627,3.79864359652386,4.28769334904807,4.97670355585159,4.56104930926756,600,600,600,600,600,600,600,600,600,0,2.61564816349459,2.61564816349456,2.61564816349459,1.0448518366997,1.04485183669976,1.04485183669967,1.83025000009714,1.83025000009711,1.83025000009714,"C-Const",6,0,0,0,0,0,1,0,0,0,9,9,1,0.00994721332863463,0.00114245597826293,0.0668751433885603,0.00809960188770387,0.000381831617987386,0.0360296580819895,0.0396892740704817,0.00448271777795498,0.833352103868425,0.833352103868425,9,1,0.00994721332863534,0.00114245597826294,0.0668751433885632,0.00809960188770399,0.000381831617987391,0.0360296580819921,0.0396892740704868,0.00448271777795505,0.833352103868413,0.833352103868413
65.31001,8.330756,-52.28398,386.6086,1.763969,-150.071,396.4307,"False",1,1,"Const",0,1,0,-0.685780892040305,23.4356695579589,"L",1,0,0,7,-149.94612142317,-149.321728539021,-149.654738077234,-150.343773424382,-151.707640546291,-150.980244747939,-150.175577449607,-150.69846469764,-150.419591498689,396.157926575618,394.794059453709,395.521455252061,396.30582142317,395.681428539022,396.014438077234,396.149517573391,394.743605440346,395.493425244636,13.9590765277592,12.6448106271714,13.3408775089744,14.0939000631914,13.5123811631172,13.8053015536578,13.9417618144479,12.5296714120836,13.2803876444173,98.1278936154604,97.3823720597865,97.7778273295098,98.5381103419506,99.8367692492227,99.143443883751,98.3554470244433,98.7501347432822,98.5369898253914,8.330756,0.466713286119233,0.466713286119261,0.466713286119235,1.10408304067564,1.10408304067564,1.10408304067566,0.318684877278208,0.318684877278189,0.318684877278199,"L-Const",4,0,0,0,0,0,1,0,0,0,10,10,1,0.000611871295795454,0.00117563248803696,0.00697017607206474,0.0202743946194752,0.0364677239247015,0.246226600444346,0.0263562745454646,0.0773295666509182,0.584587759959198,0.0263562745454646,10,1,0.000611871295795382,0.00117563248803716,0.00697017607206501,0.0202743946194742,0.0364677239247019,0.246226600444339,0.0263562745454636,0.0773295666509244,0.584587759959199,0.0263562745454636
